CandidateName,OfficeName,ElectionYear,ElectionYearStr,Party,District,Jurisdiction,FinanceType,Status,Incumbent,IDNumber,TreasurerName,CandidateAddress,RegistrationDate,LastFilingDate,PublicPhoneNumber,PoliticalPartyCommitteeName,CandidateStatus,JurisdictionType,OfficerHolderStatus,ElectionName,NumberofCandidates,OfficeId,ElectionId,DistrictId,ElectionCycleId,OfficeType,JurisdictionId,RegistrationId,FinanceStatus,RowNumber,TotalRows,UnregisteredCandidate,StateID,TotalContributions,TotalExpenditures,MemberID,TerminationDate,CandidateEmail,CommitteeEmail,IsCompliant,CompliantStatus,IsLegacy
"Lopez Trujillo, Virginia ",School Board Member,2021,,DEMOCRATIC,ALBUQUERQUE MUNICIPAL SCHOOL DISTRICT - DISTRICT 6,Bernalillo,Candidate,,,DUVanChDKOYBezxRUO0PVQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1217,,,,0,,,5,0,,0.0,0.0,0,,,,False,,False
"carrasco, arthur",School Board Member,2023,,Non-Partisan,ALBUQUERQUE MUNICIPAL SCHOOL DISTRICT - DISTRICT 6,Bernalillo,Candidate,,,l7tLsmLBO5A9wOGpadNA8wCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1217,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Dominguez, Josefina Elizabet",School Board Member,2023,,Non-Partisan,ALBUQUERQUE MUNICIPAL SCHOOL DISTRICT - DISTRICT 6,Bernalillo,Candidate,,,86bXFzenJC2oA5VVdKFS4gCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1217,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Franco, Crystal",School Board Member,2023,,Non-Partisan,ALBUQUERQUE MUNICIPAL SCHOOL DISTRICT - DISTRICT 6,Bernalillo,Candidate,,,b_vqmqjFNoTmywGf9b2W5gCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1217,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Lopez Trujillo, Virginia ",School Board Member,2023,,DEMOCRATIC,ALBUQUERQUE MUNICIPAL SCHOOL DISTRICT - DISTRICT 6,Bernalillo,Candidate,,,DUVanChDKOYBezxRUO0PVQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1217,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Martinez, Phyllis S. ",School Board Member,2021,,DEMOCRATIC,DISTRICT 3,Mora,Candidate,,,9W8IxGG6j9Wb2a-x_o_oEQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1218,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Hoerner, Richard E",School Board Member,2017,,DEMOCRATIC,DISTRICT 5,San Juan,Candidate,,,-LSfk9Tf01_10jlo6Is5fQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1219,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Hoerner, Richard E",School Board Member,2023,,DEMOCRATIC,DISTRICT 5,San Juan,Candidate,,,-LSfk9Tf01_10jlo6Is5fQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1219,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Dominguez, Mark ",School Board Member,2019,,DEMOCRATIC,DISTRICT 2,San Miguel,Candidate,,,pDFwlWEvRcuDqSZ4PWjhaQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1220,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Hernandez, Daniel S",School Board Member,2019,,NO PARTY/INDEPENDENT/DECLINED TO SELECT,DISTRICT 2,San Miguel,Candidate,,,ovjdT7kqXyHr3GDtRSRPNQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1220,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Thomas, Candace A",School Board Member,2019,,DEMOCRATIC,DISTRICT 2,San Miguel,Candidate,,,Fh-C0ChBtS1ZN6qbTyseGQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1220,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Thomas, Candace A",School Board Member,2023,,DEMOCRATIC,DISTRICT 2,San Miguel,Candidate,,,Fh-C0ChBtS1ZN6qbTyseGQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1220,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"MEDRANO, DIANNA ",School Board Member,2019,,DEMOCRATIC,DISTRICT 5,San Miguel,Candidate,,,u_Cg8aqqWCFknuclaPijfwCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1221,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Ratzlaff, Elizabeth K.",School Board Member,2019,,DEMOCRATIC,DISTRICT 6,San Miguel,Candidate,,,WGnd76fXdfnmVUGOdo_93wCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1222,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Brenner, Patrick Monroe",School Board Member,2021,,Non-Partisan,RIO RANCO PUBLI SCHOOLS - DISTRICT 1,Sandoval,Candidate,,,nsb32en7tcYw74GAcZIKHQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1223,,,,0,,,5,0,,0.0,0.0,0,,,,False,,False
"Coleman , Wynne  D. ",School Board Member,2017,,REPUBLICAN,RIO RANCO PUBLI SCHOOLS - DISTRICT 1,Sandoval,Candidate,,,ScDDXmopc3Ip5n6PucwxyACqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1223,,,,0,,,5,0,,0.0,0.0,0,,,,False,,False
"Nicotine , Natalie  ",School Board Member,2021,,DEMOCRATIC,RIO RANCO PUBLI SCHOOLS - DISTRICT 1,Sandoval,Candidate,,,PumFxh2bWjVwfY42Zo6wtwCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1223,,,,0,,,5,0,,0.0,0.0,0,,,,False,,False
"Nicotine, Natalie ",School Board Member,2021,,DEMOCRATIC,RIO RANCO PUBLI SCHOOLS - DISTRICT 1,Sandoval,Candidate,,,PumFxh2bWjVwfY42Zo6wtwCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1223,,,,0,,,5,0,,0.0,0.0,0,,,,False,,False
"Tripp, Gary John",School Board Member,2021,,Non-Partisan,RIO RANCO PUBLI SCHOOLS - DISTRICT 1,Sandoval,Candidate,,,wWXEV7NbYr9ocxns50nK2gCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1223,,,,0,,,5,0,,0.0,0.0,0,,,,False,,False
"Coleman , Wynne  D. ",School Board Member,2023,,REPUBLICAN,RIO RANCO PUBLI SCHOOLS - DISTRICT 1,Sandoval,Candidate,,,ScDDXmopc3Ip5n6PucwxyACqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1223,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Nicotine , Natalie  ",School Board Member,2023,,DEMOCRATIC,RIO RANCO PUBLI SCHOOLS - DISTRICT 1,Sandoval,Candidate,,,PumFxh2bWjVwfY42Zo6wtwCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1223,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Nicotine, Natalie ",School Board Member,2023,,DEMOCRATIC,RIO RANCO PUBLI SCHOOLS - DISTRICT 1,Sandoval,Candidate,,,PumFxh2bWjVwfY42Zo6wtwCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1223,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Tripp, Gary John",School Board Member,2023,,Non-Partisan,RIO RANCO PUBLI SCHOOLS - DISTRICT 1,Sandoval,Candidate,,,wWXEV7NbYr9ocxns50nK2gCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1223,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Montano , Ramon M",School Board Member,2019,,DEMOCRATIC,RIO RANCO PUBLI SCHOOLS - DISTRICT 2,Sandoval,Candidate,,,4yuLuwsNQtQwjS-VpSkyqQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1224,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Galbraith, Amanda Joy",School Board Member,2023,,Non-Partisan,RIO RANCO PUBLI SCHOOLS - DISTRICT 2,Sandoval,Candidate,,,T5YwJ-Jmt2eXQ8SOUHCqBwCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1224,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Dunn , William  Edward ",School Board Member,2017,,REPUBLICAN,RIO RANCO PUBLI SCHOOLS - DISTRICT 3,Sandoval,Candidate,,,NBsRza6-0lVkSSzs_Y5hVQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1225,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Morgan, Jeffery ",School Board Member,2021,,NO PARTY/INDEPENDENT/DECLINED TO SELECT,RIO RANCO PUBLI SCHOOLS - DISTRICT 3,Sandoval,Candidate,,,DiFfOxBjRtU0NH1T4nYoTgCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1225,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Dunn , William  Edward ",School Board Member,2023,,REPUBLICAN,RIO RANCO PUBLI SCHOOLS - DISTRICT 3,Sandoval,Candidate,,,NBsRza6-0lVkSSzs_Y5hVQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1225,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Morgan, Jeffery ",School Board Member,2023,,NO PARTY/INDEPENDENT/DECLINED TO SELECT,RIO RANCO PUBLI SCHOOLS - DISTRICT 3,Sandoval,Candidate,,,DiFfOxBjRtU0NH1T4nYoTgCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1225,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Cullen , Catherine  Jeanette ",School Board Member,2021,,REPUBLICAN,RIO RANCO PUBLI SCHOOLS - DISTRICT 5,Sandoval,Candidate,,,fTwUA7UWpgRUJT7k8bcBZQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1226,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Cullen, Catherine Jeanette",School Board Member,2021,,REPUBLICAN,RIO RANCO PUBLI SCHOOLS - DISTRICT 5,Sandoval,Candidate,,,fTwUA7UWpgRUJT7k8bcBZQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1226,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Tyler, Jessica",School Board Member,2021,,Non-Partisan,RIO RANCO PUBLI SCHOOLS - DISTRICT 5,Sandoval,Candidate,,,0UE3Kh8LaqFdLBHkvlQqbQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1226,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Cullen , Catherine  Jeanette ",School Board Member,2023,,REPUBLICAN,RIO RANCO PUBLI SCHOOLS - DISTRICT 5,Sandoval,Candidate,,,fTwUA7UWpgRUJT7k8bcBZQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1226,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Cullen, Catherine Jeanette",School Board Member,2023,,REPUBLICAN,RIO RANCO PUBLI SCHOOLS - DISTRICT 5,Sandoval,Candidate,,,fTwUA7UWpgRUJT7k8bcBZQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1226,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Sedillo, Pablo ",School Board Member,2017,,DEMOCRATIC,SANTA FE PUBLIC SCHOOLS - DISTRICT 2,Santa Fe,Candidate,,,AKgpB3IjFV2g9m40nCxyawCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1227,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Boses, Sarah Treece",School Board Member,2023,,Non-Partisan,SANTA FE PUBLIC SCHOOLS - DISTRICT 2,Santa Fe,Candidate,,,8zNTtbX4UtwC0Hw6VEItcACqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1227,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Noble , Kate  I",School Board Member,2017,,DEMOCRATIC,SANTA FE PUBLIC SCHOOLS - DISTRICT 3,Santa Fe,Candidate,,,8PePNTximeWdsiXZqkr5kACqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1228,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Noble , Kate  I",School Board Member,2023,,DEMOCRATIC,SANTA FE PUBLIC SCHOOLS - DISTRICT 3,Santa Fe,Candidate,,,8PePNTximeWdsiXZqkr5kACqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1228,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Acosta, Miguel A",School Board Member,2019,,DEMOCRATIC,SANTA FE PUBLIC SCHOOLS - DISTRICT 5,Santa Fe,Candidate,,,UH-m2FfJJibzrKHSxTwh1QCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1229,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Anderson, Sascha Nicole Guinn",School Board Member,2021,,Non-Partisan,SANTA FE PUBLIC SCHOOLS - DISTRICT 5,Santa Fe,Candidate,,,OeB07dO-q8-KrcxDXWo0ewCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1229,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Acosta, Miguel A",School Board Member,2023,,DEMOCRATIC,SANTA FE PUBLIC SCHOOLS - DISTRICT 5,Santa Fe,Candidate,,,UH-m2FfJJibzrKHSxTwh1QCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1229,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Anderson, Sascha Nicole Guinn",School Board Member,2023,,Non-Partisan,SANTA FE PUBLIC SCHOOLS - DISTRICT 5,Santa Fe,Candidate,,,OeB07dO-q8-KrcxDXWo0ewCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1229,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Spence, Carolyn B.",School Board Member,2019,,REPUBLICAN,DISTRICT 4,Curry,Candidate,,,hEg8TrKa_w6gpjBU3j20_QCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1231,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Balcazar, Abelardo",School Board Member,2021,,Non-Partisan,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 1,Dona Ana,Candidate,,,5TFMgBdIb71AHwB_1g7zOwCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1232,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Gardea, Dania R",School Board Member,2019,,DEMOCRATIC,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 1,Dona Ana,Candidate,,,fguOInGK3SWiugAeJXzMKwCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1232,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Jaramillo, Raymond M",School Board Member,2021,,Non-Partisan,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 1,Dona Ana,Candidate,,,qlV6OKb0jhVBaFcb5ffHoQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1232,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Mendoza, Margaret A. ",School Board Member,2021,,DEMOCRATIC,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 1,Dona Ana,Candidate,,,dN07zqm1dWxIgNLsgGNmOwCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1232,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Balcazar, Abelardo",School Board Member,2023,,Non-Partisan,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 1,Dona Ana,Candidate,,,5TFMgBdIb71AHwB_1g7zOwCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1232,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Gardea, Dania R",School Board Member,2023,,DEMOCRATIC,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 1,Dona Ana,Candidate,,,fguOInGK3SWiugAeJXzMKwCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1232,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Jaramillo, Raymond M",School Board Member,2023,,Non-Partisan,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 1,Dona Ana,Candidate,,,qlV6OKb0jhVBaFcb5ffHoQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1232,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Mendoza, Margaret A. ",School Board Member,2023,,DEMOCRATIC,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 1,Dona Ana,Candidate,,,dN07zqm1dWxIgNLsgGNmOwCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1232,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Nolan, Patrick D",School Board Member,2023,,Non-Partisan,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 1,Dona Ana,Candidate,,,XWtfoXERe-I9HlvFUan2NwCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1232,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Sousa, Joseph W",School Board Member,2023,,Non-Partisan,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 1,Dona Ana,Candidate,,,uIysb1xMuohxuYjyVSlpegCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1232,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Castillo, Daniel ",School Board Member,2019,,DEMOCRATIC,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 4,Dona Ana,Candidate,,,VzO1uJIzd6dNDAh0PA7AIgCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1233,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Silva, Jeffrey R",School Board Member,2019,,DEMOCRATIC,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 4,Dona Ana,Candidate,,,T5IfcqtXVkRnIcqgZp_SAQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1233,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Castillo, Daniel ",School Board Member,2023,,DEMOCRATIC,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 4,Dona Ana,Candidate,,,VzO1uJIzd6dNDAh0PA7AIgCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1233,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Howell, Edward Posey",School Board Member,2023,,Non-Partisan,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 4,Dona Ana,Candidate,,,mfNb4YM-YNmVAg2FQr1IegCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1233,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Ruiz, Julia E",School Board Member,2023,,Non-Partisan,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 4,Dona Ana,Candidate,,,gmMhOr4iYR47K9UqF4jcDgCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1233,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Tenorio, Teresa Maxine",School Board Member,2023,,Non-Partisan,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 4,Dona Ana,Candidate,,,xE9MhL8fmsLLfSTI0615WQCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1233,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Cooper, Carol L",School Board Member,2019,,REPUBLICAN,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 5,Dona Ana,Candidate,,,bZxvEzPckAAyb5LdtgPWHACqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1234,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Flores , Laura  Salazar ",School Board Member,2017,,REPUBLICAN,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 5,Dona Ana,Candidate,,,vqcnL5SMntweDX1wi-TO9QCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1234,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Martinez, Gloria J.",School Board Member,2019,,DEMOCRATIC,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 5,Dona Ana,Candidate,,,gCAl1391oYluJrIek_whFwCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2021 - Regular Local Election,,1189,118.0,1234,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Aranda, Jose Luis",School Board Member,2023,,Non-Partisan,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 5,Dona Ana,Candidate,,,cfNpMJJSffS5qhozDkSsHgCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1234,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Cooper, Carol L",School Board Member,2023,,REPUBLICAN,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 5,Dona Ana,Candidate,,,bZxvEzPckAAyb5LdtgPWHACqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1234,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Flores , Laura  Salazar ",School Board Member,2023,,REPUBLICAN,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 5,Dona Ana,Candidate,,,vqcnL5SMntweDX1wi-TO9QCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1234,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Frank, Edward",School Board Member,2023,,Non-Partisan,LAS CRUCES PUBLIC SCHOOL DISTRICT - DISTRICT 5,Dona Ana,Candidate,,,mmPUH-nDCvexG0I8bq-wPwCqVy8Elhffgng_L-1Fpe41,,,,,,,,SCHOOL BOARD,,2023 - Regular Local Election,,1189,121.0,1234,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Griego, Jose A. ",School Board Member,2015,,NO PARTY/INDEPENDENT/DECLINED TO SELECT,,,Candidate,,,ovlwk0oe712r5VzK8NXovgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2021 - Regular Local Election,,1189,118.0,1297,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Leal, Laura  ",School Board Member,2017,,NO PARTY/INDEPENDENT/DECLINED TO SELECT,,,Candidate,,,86geT7H2lrGAd7kOrmzRJgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2021 - Regular Local Election,,1189,118.0,1297,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Griego, Jose A. ",School Board Member,2023,,NO PARTY/INDEPENDENT/DECLINED TO SELECT,,,Candidate,,,ovlwk0oe712r5VzK8NXovgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2023 - Regular Local Election,,1189,121.0,1297,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Leal, Laura  ",School Board Member,2023,,NO PARTY/INDEPENDENT/DECLINED TO SELECT,,,Candidate,,,86geT7H2lrGAd7kOrmzRJgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2023 - Regular Local Election,,1189,121.0,1297,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Salas, Maxine L.",School Board Member,2019,,DEMOCRATIC,,,Candidate,,,NZq_Kib-HncQjgC5Cc2OxwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2021 - Regular Local Election,,1189,118.0,1298,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Price, Lorraine T. ",School Board Member,2016,,DEMOCRATIC,,,Candidate,,,jy8X8CIiKtz8Xc31LaQJdQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2021 - Regular Local Election,,1189,118.0,1299,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Gonzales, Danielle Marie",School Board Member,2021,,Non-Partisan,,,Candidate,,,Of_XM_IWSJlkoPbacaXlVACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2021 - Regular Local Election,,1189,118.0,1367,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
